episode_id,segment_start_step,segment_end_step,action,segment_len,mean_delta_3,mean_slope_5,mean_std_5
42,1,1,RUN,1,,-0.2846493507587088,0.14232467537935442
42,2,2,TUMBLE,1,,-0.1898891789140386,0.16135068155623344
42,3,3,RUN,1,-0.06828142509832517,-0.09644009909511304,0.142827598940188
42,4,10,TUMBLE,7,0.05490638061080694,0.0105654931083501,0.09044686641694441
42,11,12,RUN,2,0.11960235511785333,0.07767543722466694,0.1429776280661596
43,1,2,TUMBLE,2,,-0.0009052478813635773,0.020080581215598924
43,3,3,RUN,1,-0.118653815343397,-0.04514416708288306,0.05723844470836769
43,4,4,TUMBLE,1,-0.042047734159759056,-0.03352987289494744,0.05568917517946843
43,5,5,RUN,1,-0.03516479708803852,-0.03383656514554773,0.05596273401016985
43,6,7,TUMBLE,2,0.05924869194114059,0.025380777041888368,0.09534903950441219
43,8,8,RUN,1,-0.11870705813423546,-0.017801346258288626,0.10474027675690675
43,9,10,TUMBLE,2,-0.04999108287397981,-0.0545025922904199,0.12413884638585965
43,11,11,RUN,1,0.06744555250051568,0.014527430494453174,0.05187728836800418
43,12,13,TUMBLE,2,0.02373734031035716,0.022219119307555452,0.057790184227273035
43,14,14,RUN,1,0.08662741484775206,0.020141944731506146,0.04750156247309973
43,15,15,TUMBLE,1,0.052042324204176295,0.028629568502638633,0.05237671294319516
43,16,16,RUN,1,-0.03930663154460927,0.020475660741722964,0.05076347620198565
43,17,18,TUMBLE,2,-0.09199080378256454,-0.030788539933394265,0.049993748780827796
43,19,19,RUN,1,0.08822075965895913,-0.011398563307987617,0.05482446132013332
44,1,5,TUMBLE,5,-0.010213709090805476,0.0012518773035708115,0.06135702853351747
44,6,6,RUN,1,-0.09190742037662333,-0.03409163894922518,0.1038849274308761
44,7,7,TUMBLE,1,-0.06857233419149009,-0.0687910511590241,0.11591219978837543
44,8,8,RUN,1,-0.054425048862459136,-0.02617669911394066,0.03984032142412273
44,9,10,TUMBLE,2,-0.06929236000038672,-0.023704346874862194,0.05764304170624894
44,11,13,RUN,3,0.024240220526268702,5.369610093317913e-05,0.08954498694287243
44,14,15,TUMBLE,2,-0.022466928752748343,-0.0119470695787775,0.07842234415941049
44,16,16,RUN,1,0.04792015646392962,-0.005271427173465244,0.05134531288650433
44,17,18,TUMBLE,2,-0.07939832383484487,-0.014069553860142362,0.047430530124850656
44,19,19,RUN,1,-0.03113849824298569,-0.026272767043212974,0.048256011758907445
45,1,3,TUMBLE,3,0.2862455288456798,0.05465566115830195,0.14655107150185878
45,4,5,RUN,2,-0.02509763566208903,0.06693966689922826,0.17183022808095805
45,6,10,TUMBLE,5,-0.017461843508410357,-0.041378444558302564,0.17073613115466965
45,11,11,RUN,1,0.15279256858164125,0.13778404147414938,0.2149077411129007
46,1,1,TUMBLE,1,,-0.03852028150642842,0.019260140753214222
46,2,2,RUN,1,,-0.009754283797826271,0.015726275121570085
46,3,4,TUMBLE,2,-0.008563678883249638,-0.0024999881756027657,0.019417194755787313
46,5,5,RUN,1,0.07635023162796228,0.014253932761976906,0.03734651956997922
46,6,6,TUMBLE,1,0.14128605002427153,0.03688753793266695,0.06802227115064145
46,7,9,RUN,3,-0.043673130691705385,0.01774475026102789,0.07985877457349148
46,10,12,TUMBLE,3,0.0065910905120487445,-0.015089212498571087,0.100733551594221
46,13,13,RUN,1,0.1556106994162703,0.044285612484618146,0.12267616766088091
46,14,19,TUMBLE,6,-0.03119819009431006,-0.007653430628189795,0.09115788739693742
47,1,1,TUMBLE,1,,0.24323972274142458,0.12161986137071232
47,2,2,RUN,1,,0.10123291279839346,0.10636440713273045
47,3,4,TUMBLE,2,0.16306246535170466,0.10827554170181256,0.15434833639197654
47,5,5,RUN,1,-0.23684211146005624,-0.018938242673117524,0.12117654801084457
47,6,7,TUMBLE,2,-0.11396513776007328,-0.07547908538613296,0.14875477196035528
47,8,8,RUN,1,0.20399960028960165,0.0036977174315824743,0.10990982213416851
47,9,10,TUMBLE,2,0.16118438202443885,0.09100110174880131,0.1384119608391331
47,11,11,RUN,1,-0.2573877079904785,-0.004318043288142853,0.12096539472899821
47,12,14,TUMBLE,3,-0.18499537584064996,-0.09118504199486006,0.1527576694352494
47,15,15,RUN,1,-0.21666940982580135,-0.08691594895346162,0.14345355406090907
47,16,18,TUMBLE,3,0.024955630600692114,-0.015029121224898348,0.12435487311436617
47,19,19,RUN,1,0.08006782143862112,0.026389199633595133,0.11843032867424728
48,1,3,TUMBLE,3,-0.08457695787411719,0.15512592053754928,0.1721491552065372
48,4,4,RUN,1,0.024291815921061805,0.015406181934598714,0.13684947115622512
48,5,7,TUMBLE,3,-0.023406641332854344,-0.0020694339960783824,0.09844964766745158
48,8,8,RUN,1,0.1321914504342446,-0.0028252872574023053,0.1105411220879215
48,9,11,TUMBLE,3,0.0623342344328533,0.02421502062364746,0.12362549519170667
48,12,12,RUN,1,-0.00934264524195319,0.009062678296006967,0.09370549124111113
48,13,13,TUMBLE,1,0.09208935382108119,0.03244217472232078,0.10029702736029326
48,14,14,RUN,1,-0.1873509471259077,0.0010291237167728185,0.1128715741466061
